title,genres,budget,language,duration,year,vote_count,score
Our Family Wedding,1,14000000,## INCONSISTENCY ## ,103,2010,39,5.7
Quarantine,0,12000000,## INCONSISTENCY ## ,89,2008,339,5.5
Beyond the Lights,0,7000000,English,116,2014,11191,6.9
Fat Albert,1,0,## INCONSISTENCY ## ,93,2004,69,4.3
Becoming Jane,0,16500000,## INCONSISTENCY ## ,120,2007,317,6.9
Baggage Claim,1,8500000,English,96,2013,7098,5.0
Blast from the Past,1,35000000,English,112,1999,48621,6.6
RED 2,1,84000000,English,116,2013,125036,6.7
What's Your Number?,1,20000000,English,117,2011,58957,6.0
The Flintstones in Viva Rock Vegas,1,83000000,## INCONSISTENCY ## ,90,2000,134,4.4
Give Me Shelter,0,250000,English,90,2014,37,8.0
AVP: Alien vs. Predator,0,60000000,English,109,2004,143628,5.6
The Avengers,0,220000000,## INCONSISTENCY ## ,143,2012,11776,7.4
That Thing You Do!,1,0,## INCONSISTENCY ## ,108,1996,225,6.8
This Christmas,1,13000000,## INCONSISTENCY ## ,117,2007,29,7.1
Timber Falls,0,2600000,## INCONSISTENCY ## ,97,2007,38,5.2
Baby Mama,1,30000000,English,99,2008,34079,6.0
Home Alone,1,18000000,English,103,1990,311075,7.5
Old School,1,24000000,English,88,2003,185258,7.2
Misconduct,0,11000000,## INCONSISTENCY ## ,106,2016,149,5.3
Jersey Girl,1,35000000,English,102,2004,54346,6.2
Dumb and Dumber To,1,40000000,## INCONSISTENCY ## ,110,2014,1127,5.4
A Very Long Engagement,0,47000000,## INCONSISTENCY ## ,133,2004,346,7.1
Step Brothers,1,65000000,English,106,2008,212499,6.9
The Transporter Refueled,0,25000000,English,96,2015,26767,5.1
Walter,1,700000,## INCONSISTENCY ## ,87,2015,26,5.3
Khumba,0,20000000,English,85,2013,4006,5.8
Brave New Girl,0,0,## INCONSISTENCY ## ,120,2004,3,3.7
Indiana Jones and the Last Crusade,0,48000000,English,127,1989,515306,8.3
#Horror,0,1500000,English,101,2015,1547,3.3
Moon,0,5000000,## INCONSISTENCY ## ,97,2009,1794,7.6
Hocus Pocus,1,28000000,English,96,1993,60494,6.7
The Wood,1,6000000,## INCONSISTENCY ## ,106,1999,34,7.1
Hard Candy,0,950000,## INCONSISTENCY ## ,103,2005,701,6.8
Life as a House,0,18000000,English,125,2001,39105,7.5
The Finest Hours,0,80000000,## INCONSISTENCY ## ,114,2016,588,6.3
Monster House,1,75000000,English,91,2006,71137,6.6
Hoodwinked Too! Hood vs. Evil,1,30000000,English,86,2011,9682,4.8
Sydney White,1,16500000,## INCONSISTENCY ## ,108,2007,236,6.0
Open Road,0,3000000,English,85,2013,1370,5.5
Spirit: Stallion of the Cimarron,0,80000000,English,83,2002,44143,7.0
Extremely Loud & Incredibly Close,0,40000000,English,129,2011,81298,6.9
The Campaign,1,95000000,English,85,2012,106790,6.2
Apocalypse Now,0,31500000,## INCONSISTENCY ## ,153,1979,2055,8.0
Out of the Furnace,0,22000000,## INCONSISTENCY ## ,116,2013,720,6.5
Loving Annabelle,0,1000000,English,76,2006,9190,6.7
Suspect Zero,0,27000000,## INCONSISTENCY ## ,99,2004,98,5.5
The Evil Dead,0,375000,English,96,1981,141219,7.6
Before Sunset,0,2700000,English,80,2004,168398,8.0
Executive Decision,0,55000000,English,133,1996,40858,6.4
Crazy Stone,1,3000000,Mandarin,98,2006,2097,7.7
LOL,1,11000000,English,97,2012,45144,4.3
The Adventures of Pinocchio,0,25000000,Italian,90,1996,4086,5.3
Flirting with Disaster,1,7000000,## INCONSISTENCY ## ,92,1996,66,6.3
Broken Horses,0,0,## INCONSISTENCY ## ,101,2015,10,5.0
Psycho,0,806947,English,108,1960,422432,8.5
Parental Guidance,1,25000000,English,105,2012,21176,6.1
Doom,0,60000000,English,113,2005,88146,5.2
Trainwreck,1,35000000,## INCONSISTENCY ## ,125,2015,1181,5.9
Thumbsucker,1,0,## INCONSISTENCY ## ,96,2005,67,6.1
The Chumscrubber,1,6800000,English,108,2005,16299,7.0
Waiting...,1,3000000,## INCONSISTENCY ## ,94,2005,237,6.2
Space Battleship Yamato,0,12000000,Japanese,138,2010,4899,6.1
Hotel Transylvania 2,1,80000000,## INCONSISTENCY ## ,89,2015,1497,6.7
The Night Listener,0,0,## INCONSISTENCY ## ,91,2006,57,5.5
The Whole Nine Yards,1,41300000,## INCONSISTENCY ## ,98,2000,531,6.2
Gods and Monsters,0,3500000,English,105,1998,24977,7.5
Dogtown and Z-Boys,0,0,## INCONSISTENCY ## ,91,2001,52,7.2
Aloha,1,37000000,English,105,2015,39778,5.4
Ali,0,107000000,English,165,2001,79186,6.8
Cool Runnings,1,15000000,English,98,1993,69733,6.9
The Bad Lieutenant: Port of Call - New Orleans,0,25000000,## INCONSISTENCY ## ,122,2009,326,6.0
Remember the Titans,0,30000000,## INCONSISTENCY ## ,113,2000,821,7.4
The Lazarus Effect,0,3300000,## INCONSISTENCY ## ,83,2015,505,5.1
Road Hard,1,1500000,English,98,2015,1351,6.1
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Dumb and Dumberer: When Harry Met Lloyd,1,19000000,## INCONSISTENCY ## ,85,2003,210,4.1
My Name Is Bruce,1,1500000,## INCONSISTENCY ## ,86,2007,107,5.9
Anna and the King,0,75000000,English,148,1999,31080,6.7
Bound,0,4500000,## INCONSISTENCY ## ,108,1996,198,6.9
Friday After Next,1,20000000,English,85,2002,19284,5.8
Take the Lead,0,30000000,## INCONSISTENCY ## ,108,2006,162,6.6
"Big Mommas: Like Father, Like Son",1,32000000,English,113,2011,19671,4.4
Good Kill,0,0,## INCONSISTENCY ## ,104,2015,208,5.9
WALL·E,0,180000000,## INCONSISTENCY ## ,98,2008,6296,7.8
The Big Lebowski,1,15000000,## INCONSISTENCY ## ,117,1998,2926,7.8
Conversations with Other Women,1,450000,English,84,2005,10143,7.1
Choke,1,3000000,## INCONSISTENCY ## ,92,2008,127,6.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Money Monster,0,27000000,## INCONSISTENCY ## ,98,2016,1068,6.5
District 9,0,30000000,## INCONSISTENCY ## ,112,2009,3382,7.3
The Pet,0,0,## INCONSISTENCY ## ,94,2006,3,5.3
The Joneses,1,10000000,## INCONSISTENCY ## ,96,2009,210,6.1
Memoirs of a Geisha,0,85000000,## INCONSISTENCY ## ,145,2005,652,7.3
Chocolate: Deep Dark Secrets,0,1500000,Hindi,160,2005,1524,4.8
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
First Blood,0,14000000,English,93,1982,172489,7.7
Delivery Man,1,26000000,English,105,2013,59805,6.4
Bicentennial Man,1,100000000,English,132,1999,87785,6.8
Forgetting Sarah Marshall,1,30000000,English,118,2008,217507,7.2
Hook,1,70000000,## INCONSISTENCY ## ,144,1991,1532,6.6
The Oogieloves in the Big Balloon Adventure,0,20000000,English,88,2012,14015,6.7
My Dog Skip,1,7000000,## INCONSISTENCY ## ,95,2000,69,6.5
The Oh in Ohio,1,5000000,## INCONSISTENCY ## ,88,2006,27,5.8
The Apartment,1,3000000,English,125,1960,109335,8.3
The Blue Butterfly,0,0,## INCONSISTENCY ## ,97,2004,6,6.8
The Rundown,1,85000000,English,104,2003,82731,6.7
Courage Under Fire,0,46000000,English,116,1996,40126,6.6
Blue Jasmine,0,18000000,English,98,2013,150082,7.3
The Borrowers,1,29000000,English,89,1997,16222,5.8
Dry Spell,1,22000,## INCONSISTENCY ## ,90,2013,1,6.0
My Date with Drew,0,1100,English,90,2004,4285,6.6
The Protector,0,200000000,Thai,111,2005,30210,7.1
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
House Party 2,1,5000000,English,94,1991,3571,5.1
The Long Kiss Goodnight,0,65000000,## INCONSISTENCY ## ,120,1996,314,6.5
The Yards,0,24000000,English,115,2000,16215,6.4
Casino Royale,0,150000000,English,144,2006,470501,8.0
Insurgent,0,110000000,## INCONSISTENCY ## ,119,2015,3829,6.2
Adulterers,0,750000,English,91,2015,514,4.9
The Fighter,0,25000000,English,116,2010,275869,7.9
Pitch Perfect,1,17000000,## INCONSISTENCY ## ,112,2012,2247,7.3
The Gunman,0,40000000,## INCONSISTENCY ## ,115,2015,392,5.5
Cars,1,120000000,## INCONSISTENCY ## ,117,2006,3877,6.6
Little Nicholas,1,0,## INCONSISTENCY ## ,91,2009,306,5.9
The Toxic Avenger Part II,1,0,## INCONSISTENCY ## ,96,1989,39,5.3
"Peace, Propaganda & the Promised Land",0,70000,English,80,2004,496,8.3
Stardust,0,70000000,## INCONSISTENCY ## ,127,2007,1184,7.1
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1,1800000,## INCONSISTENCY ## ,95,1964,1442,8.0
Recess: School's Out,1,10000000,## INCONSISTENCY ## ,83,2001,67,6.6
Lone Wolf McQuade,0,5000000,English,107,1983,7973,6.3
Hannah Montana: The Movie,1,30000000,English,102,2009,31760,4.2
Dracula Untold,0,70000000,## INCONSISTENCY ## ,92,2014,2389,6.2
Donnie Darko,0,6000000,## INCONSISTENCY ## ,113,2001,3452,7.7
Total Recall,0,65000000,## INCONSISTENCY ## ,113,1990,1710,7.1
Dark City,0,27000000,English,111,1998,156929,7.7
X2,0,110000000,## INCONSISTENCY ## ,133,2003,3506,6.8
Dear Wendy,1,50000000,English,102,2004,9003,6.6
Bill & Ted's Excellent Adventure,1,10000000,## INCONSISTENCY ## ,90,1989,454,6.7
Daddy Day Camp,1,6000000,English,89,2007,12339,2.9
Thunderbirds,1,57000000,English,95,2004,11148,4.2
The Possession,0,14000000,## INCONSISTENCY ## ,92,2012,498,5.8
Trainspotting,0,4000000,## INCONSISTENCY ## ,93,1996,2655,7.8
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Self/less,0,26000000,English,117,2015,57674,6.5
A Most Violent Year,0,20000000,## INCONSISTENCY ## ,125,2014,546,6.5
The Expendables 2,0,92000000,English,103,2012,246803,6.7
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Love Actually,1,45000000,English,129,2003,318634,7.7
2016: Obama's America,0,2500000,English,87,2012,9010,5.1
Closer to the Moon,1,5000000,English,112,2014,2841,7.1
Splice,0,26000000,## INCONSISTENCY ## ,104,2009,671,5.5
2 Fast 2 Furious,0,76000000,English,107,2003,191912,5.9
The Adventures of Rocky & Bullwinkle,1,76000000,English,92,2000,16611,4.1
Last I Heard,1,0,## INCONSISTENCY ## ,98,2013,1,6.0
50/50,1,8000000,## INCONSISTENCY ## ,100,2011,1261,7.0
Molly,1,0,## INCONSISTENCY ## ,102,1999,14,5.5
Marci X,1,20000000,## INCONSISTENCY ## ,84,2003,12,3.3
Fascination,0,0,## INCONSISTENCY ## ,95,2004,4,3.8
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
I Married a Strange Person!,1,250,## INCONSISTENCY ## ,72,1998,12,7.5
Carlos,0,18000000,## INCONSISTENCY ## ,338,2010,50,6.7
The Players Club,1,4500000,English,104,1998,4345,5.6
The Hotel New Hampshire,1,7500000,English,109,1984,6595,6.0
Why Did I Get Married?,1,15000000,## INCONSISTENCY ## ,113,2007,33,6.1
Bad Teacher,1,20000000,English,97,2011,160418,5.7
Stuart Little 2,1,120000000,## INCONSISTENCY ## ,78,2002,613,5.4
Buffalo '66,1,1500000,English,110,1998,36657,7.5
The Believer,0,1500000,## INCONSISTENCY ## ,98,2001,151,6.8
The Mummy Returns,0,98000000,English,130,2001,248045,6.3
The Forbidden Kingdom,0,55000000,English,104,2008,88049,6.6
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Digimon: The Movie,0,5500000,## INCONSISTENCY ## ,82,2000,72,6.2
Hancock,0,150000000,English,102,2008,343648,6.4
Trippin',1,0,## INCONSISTENCY ## ,94,1999,4,4.5
Ultraviolet,0,30000000,English,94,2006,70341,4.4
Transformers: Dark of the Moon,0,195000000,## INCONSISTENCY ## ,154,2011,3299,6.1
1911,0,18000000,Mandarin,121,2011,4670,6.0
Water,0,0,## INCONSISTENCY ## ,115,2005,34,6.8
Bad Moms,1,20000000,English,100,2016,4654,6.7
Mr. Popper's Penguins,1,55000000,English,94,2011,67191,6.0
Ramona and Beezus,1,15000000,English,103,2010,13874,6.7
Mr. Holland's Opus,0,6500000,English,143,1995,30230,7.3
Safe Haven,0,28000000,## INCONSISTENCY ## ,115,2013,823,6.9
The Son of No One,0,15000000,## INCONSISTENCY ## ,90,2011,92,4.8
Shipwrecked,0,0,## INCONSISTENCY ## ,92,1990,14,6.1
The Boy in the Striped Pajamas,0,12500000,English,94,2008,132386,7.8
Here on Earth,0,15000000,English,96,2000,7403,5.1
The Happening,0,48000000,English,91,2008,163130,5.0
WarGames,0,12000000,English,114,1983,71842,7.1
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Underdogs,0,22000000,Spanish,106,2013,6920,6.7
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
I Can Do Bad All by Myself,1,13000000,English,113,2009,8346,4.1
Hugo,0,170000000,English,126,2011,245333,7.5
Subconscious,0,0,## INCONSISTENCY ## ,110,2015,4,3.4
Boom Town,0,2000000,## INCONSISTENCY ## ,119,1940,8,6.5
Arbitrage,0,12000000,## INCONSISTENCY ## ,100,2012,294,6.1
The Road to El Dorado,1,95000000,English,89,2000,58300,6.9
Don Juan DeMarco,1,25000000,## INCONSISTENCY ## ,97,1994,183,6.2
Blade,0,45000000,## INCONSISTENCY ## ,120,1998,1905,6.5
Lovely & Amazing,1,250000,## INCONSISTENCY ## ,91,2001,23,6.3
Martin Lawrence Live: Runteldat,1,3000000,## INCONSISTENCY ## ,113,2002,1,5.0
Ballistic: Ecks vs. Sever,0,70000000,## INCONSISTENCY ## ,91,2002,97,4.3
Home Run,0,1200000,English,113,2013,2417,6.0
Yentl,0,12000000,## INCONSISTENCY ## ,132,1983,51,6.2
Imagine That,1,55000000,## INCONSISTENCY ## ,107,2009,134,5.7
The Negotiator,0,50000000,## INCONSISTENCY ## ,140,1998,582,6.8
The Adventurer: The Curse of the Midas Box,0,25000000,## INCONSISTENCY ## ,99,2013,73,5.1
Equilibrium,0,20000000,English,107,2002,261317,7.5
Happy Feet 2,1,135000000,English,100,2011,32399,5.9
Dinner Rush,0,0,## INCONSISTENCY ## ,99,2000,19,7.1
Star Trek III: The Search for Spock,0,17000000,English,105,1984,58743,6.6
Bottle Shock,1,5000000,English,110,2008,12233,6.8
November,0,0,## INCONSISTENCY ## ,73,2004,11,4.9
Peeples,1,15,## INCONSISTENCY ## ,95,2013,26,5.6
Erin Brockovich,0,52000000,## INCONSISTENCY ## ,131,2000,716,7.1
Almost Famous,0,60000000,## INCONSISTENCY ## ,122,2000,797,7.4
I Want Someone to Eat Cheese With,1,0,## INCONSISTENCY ## ,80,2006,12,5.7
Christmas Eve,1,0,## INCONSISTENCY ## ,95,2015,24,6.1
Aimee & Jaguar,0,0,## INCONSISTENCY ## ,125,1999,20,6.3
The Good Night,1,15000000,English,93,2007,7519,5.9
Elite Squad,0,4000000,Portuguese,115,2007,81644,8.1
The King's Speech,0,15000000,English,118,2010,503631,8.0
Johnny English,1,40000000,## INCONSISTENCY ## ,88,2003,852,6.0
Shaun of the Dead,1,4000000,English,99,2004,395921,8.0
Where the Wild Things Are,0,100000000,## INCONSISTENCY ## ,101,2009,572,6.4
Entrapment,0,66000000,English,113,1999,88132,6.2
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Chairman of the Board,1,10000000,English,95,1998,5143,2.3
Iraq for Sale: The War Profiteers,0,0,## INCONSISTENCY ## ,75,2006,6,8.0
Frailty,0,11000000,English,100,2001,59982,7.3
Think Like a Man Too,1,24000000,## INCONSISTENCY ## ,105,2014,225,6.4
Clash of the Titans,0,125000000,English,106,2010,229687,5.8
Nine Queens,0,1500000,## INCONSISTENCY ## ,114,2000,153,7.4
"Paris, je t'aime",1,13000000,French,120,2006,63084,7.3
Ajami,0,0,## INCONSISTENCY ## ,120,2009,27,6.8
City of Ghosts,0,17500000,English,116,2002,4387,6.0
Ever After: A Cinderella Story,1,26000000,## INCONSISTENCY ## ,121,1998,399,6.8
City Hall,0,40000000,English,111,1996,16741,6.2
Purple Violets,1,4000000,English,103,2007,2727,6.6
Out of Time,0,50000000,English,114,2003,45895,6.5
The Martian,0,108000000,English,151,2015,472488,8.1
A Most Wanted Man,0,15000000,## INCONSISTENCY ## ,121,2014,541,6.5
MacGruber,1,10000000,English,95,2010,35888,5.5
Freddy Got Fingered,1,15000000,English,87,2001,39788,4.5
The Untouchables,0,25000000,## INCONSISTENCY ## ,119,1987,1384,7.6
The Fast and the Furious,0,38000000,English,106,2001,272223,6.7
Grown Ups 2,1,80000000,## INCONSISTENCY ## ,100,2013,1155,5.8
Jonah: A VeggieTales Movie,1,0,## INCONSISTENCY ## ,82,2002,22,6.4
Carriers,0,0,## INCONSISTENCY ## ,84,2009,282,5.8
Legal Eagles,1,40000000,English,116,1986,7900,5.9
Get Carter,0,40000000,English,102,2000,27305,5.1
My Life in Ruins,1,17000000,English,98,2009,15033,5.9
Accidental Love,1,26000000,English,100,2015,5006,4.0
Talladega Nights: The Ballad of Ricky Bobby,1,73000000,English,122,2006,130776,6.6
Valley of the Wolves: Iraq,0,8300000,Arabic,122,2006,14486,6.0
City Island,1,6000000,## INCONSISTENCY ## ,104,2009,113,6.9
Thirteen,0,2000000,## INCONSISTENCY ## ,100,2003,339,6.7
Bang Bang Baby,0,1000000,English,90,2014,137,5.4
Shakespeare in Love,1,25000000,English,123,1998,175524,7.2
Antz,1,105000000,English,83,1998,124641,6.6
Wah-Wah,0,7000000,English,97,2005,2670,6.9
Pooh's Heffalump Movie,0,0,## INCONSISTENCY ## ,68,2005,88,6.4
Short Cut to Nirvana: Kumbh Mela,0,0,## INCONSISTENCY ## ,85,2004,0,0.0
Black Mass,0,53000000,English,123,2015,115216,7.0
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Star Trek,0,150000000,## INCONSISTENCY ## ,127,2009,4518,7.4
The Tourist,0,100000000,English,103,2010,176606,6.0
Road to Perdition,0,80000000,## INCONSISTENCY ## ,117,2002,1077,7.3
Collateral,0,65000000,## INCONSISTENCY ## ,120,2004,1451,7.0
Letters to Juliet,1,30000000,## INCONSISTENCY ## ,105,2010,796,6.6
Bridget Jones's Diary,1,25000000,## INCONSISTENCY ## ,97,2001,1356,6.5
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## INCONSISTENCY ## ,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Gory Gory Hallelujah,0,0,## INCONSISTENCY ## ,0,2003,1,1.0
Horse Camp,0,250000,English,108,2014,25,6.6
Just Visiting,1,0,## INCONSISTENCY ## ,88,2001,171,4.8
Machine Gun Preacher,0,30000000,English,129,2011,52972,6.8
Now Is Good,0,0,## INCONSISTENCY ## ,103,2012,371,7.3
Attack the Block,1,13000000,English,88,2011,82331,6.6
The Wackness,0,6000000,## INCONSISTENCY ## ,99,2008,94,6.2
Once Upon a Time in Mexico,0,29000000,English,102,2003,130094,6.4
Mad Max,0,200000,English,93,1979,152232,7.0
Pootie Tang,1,0,## INCONSISTENCY ## ,81,2001,43,5.4
Beasts of the Southern Wild,0,1800000,## INCONSISTENCY ## ,93,2012,403,6.8
Fight to the Finish,0,150000,English,94,2016,60,4.0
Nowhere to Run,0,0,## INCONSISTENCY ## ,94,1993,119,5.5
Dope,1,7000000,English,103,2015,56605,7.3
The Specials,1,0,## INCONSISTENCY ## ,82,2000,11,5.5
Light It Up,0,13000000,English,99,1999,3116,6.0
Midnight Run,1,30000000,English,126,1988,54042,7.6
Alone in the Dark,0,20000000,English,94,2005,37626,2.3
Dance Flick,1,0,## INCONSISTENCY ## ,83,2009,71,4.7
The Island,0,126000000,## INCONSISTENCY ## ,136,2005,1770,6.5
Reign of Fire,0,60000000,English,101,2002,107859,6.2
Hulk,0,137000000,## INCONSISTENCY ## ,138,2003,1533,5.3
Megamind,1,130000000,English,95,2010,172754,7.3
Iron Man 3,0,200000000,English,195,2013,557489,7.2
Ri¢hie Ri¢h,1,40000000,English,95,1994,49612,5.2
Dead Like Me: Life After Death,1,5000000,English,87,2009,10734,6.1
Jurassic Park,0,63000000,English,127,1993,613473,8.1
Big Eyes,0,10000000,English,106,2014,55539,7.0
Love & Other Drugs,1,30000000,English,112,2010,143368,6.7
Royal Kill,0,0,## INCONSISTENCY ## ,90,2009,6,2.8
Remember Me,0,20000000,## INCONSISTENCY ## ,113,2010,948,6.9
The Dog Lover,0,2000000,English,101,2016,162,4.8
The Dictator,1,65000000,English,99,2012,213863,6.4
Superman IV: The Quest for Peace,0,17000000,English,134,1987,33570,3.6
Shallow Hal,1,40000000,## INCONSISTENCY ## ,114,2001,731,5.7
Circumstance,0,0,fa,107,2011,23,7.4
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Grand Budapest Hotel,1,30000000,## INCONSISTENCY ## ,99,2014,4519,8.0
Chasing Papi,1,0,## INCONSISTENCY ## ,80,2003,16,6.3
Elf,1,33000000,English,97,2003,147597,6.9
Ghost Dog: The Way of the Samurai,0,0,## INCONSISTENCY ## ,116,1999,298,7.2
Cat People,0,0,## INCONSISTENCY ## ,118,1982,94,6.0
Vantage Point,0,40000000,## INCONSISTENCY ## ,90,2008,716,6.2
Deep Rising,0,45000000,## INCONSISTENCY ## ,106,1998,154,6.0
Juwanna Mann,1,15600000,## INCONSISTENCY ## ,91,2002,20,4.2
God's Not Dead 2,0,5000000,## INCONSISTENCY ## ,121,2016,72,5.7
The Love Guru,1,62000000,English,87,2008,43300,3.8
Chariots of Fire,0,5500000,## INCONSISTENCY ## ,123,1981,207,6.8
The Return of the Pink Panther,1,5000000,English,113,1975,19596,7.1
Lucky Numbers,1,65000000,English,105,2000,8560,5.0
Aquamarine,1,12000000,## INCONSISTENCY ## ,104,2006,364,5.8
8 Women,1,8000000,## INCONSISTENCY ## ,111,2002,196,6.9
Young Adult,1,12000000,## INCONSISTENCY ## ,94,2011,364,5.6
Halloween II,0,15000000,## INCONSISTENCY ## ,105,2009,267,5.1
Machete,1,20000000,## INCONSISTENCY ## ,105,2010,1150,6.3
The Great Gatsby,0,105000000,## INCONSISTENCY ## ,143,2013,3769,7.3
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
Australia,0,130000000,English,165,2008,102338,6.6
Held Up,1,8000000,English,89,1999,2870,5.1
Day of the Dead,0,3500000,English,87,1985,49669,7.2
Annie Get Your Gun,1,3768785,English,107,1950,3167,7.0
Barnyard,1,51000000,## INCONSISTENCY ## ,90,2006,225,5.3
The Best Offer,0,13500000,## INCONSISTENCY ## ,124,2013,704,7.7
The Conspirator,0,25000000,English,122,2010,23696,7.0
The Nutty Professor,1,54000000,English,95,1996,86556,5.6
Never Let Me Go,0,15000000,English,103,2010,109873,7.2
## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##,## DUPLICATE ##
The Impossible,0,42000000,## INCONSISTENCY ## ,113,2012,2025,7.0
Casino,0,52000000,English,178,1995,333542,8.2
Good,0,0,## INCONSISTENCY ## ,96,2008,29,6.3
Newlyweds,1,9000,## INCONSISTENCY ## ,85,2011,5,5.9
The Other Guys,1,100000000,## INCONSISTENCY ## ,107,2010,1383,6.1
The Phantom of the Opera,0,70000000,## INCONSISTENCY ## ,143,2004,438,7.0
