Income,Sex,Marital,Age,Education,Occupation,Live,Dual,Person,Person under 18,Householder,Hometype,Ethnic,Language
0,male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,three,none,live with parents/family,house,white,english
1,male,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,no,four,two,own,house,white,english
1,female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,three,none,live with parents/family,house,white,english
1,male,married,65 and over,1 to 3 years of college,retired,more than ten years,no,two,none,own,house,white,english
1,female,married,65 and over,grad study,retired,more than ten years,no,two,none,own,condominium,white,english
1,female,married,25 thru 34,college graduate,professional/managerial,more than ten years,yes,four,two,own,house,asian,english
1,male,single or never married,18 thru 24,1 to 3 years of college,sales worker,more than ten years,not married,three,none,live with parents/family,house,white,english
1,male,single or never married,18 thru 24,grades 9 to 11,clerical/service worker,one to three years,not married,four,none,live with parents/family,house,white,english
0,male,single or never married,18 thru 24,grades 9 to 11,student or hs or college,one to three years,not married,four,none,live with parents/family,house,white,english
1,male,single or never married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,two,none,own,house,white,english
1,male,married,25 thru 34,college graduate,professional/managerial,more than ten years,yes,two,none,own,house,white,english
0,female,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,four to six years,not married,five,two,own,house,white,english
1,male,single or never married,18 thru 24,graduated high school,student or hs or college,seven to ten years,not married,three,none,rent,house,white,english
0,male,single or never married,18 thru 24,graduated high school,military,four to six years,not married,three,none,live with parents/family,house,white,english
1,female,married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,house,white,english
0,female,married,55 thru 64,college graduate,military,more than ten years,no,two,none,own,house,white,english
0,male,single or never married,45 thru 54,college graduate,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english
1,male,married,45 thru 54,grad study,professional/managerial,more than ten years,no,two,none,own,house,white,english
0,female,widowed,65 and over,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,own,house,white,english
1,male,married,65 and over,college graduate,retired,more than ten years,no,two,none,own,house,white,english
0,male,single or never married,14 thru 17,grades 9 to 11,sales worker,seven to ten years,not married,four,two,live with parents/family,house,asian,english
0,male,single or never married,14 thru 17,graduated high school,student or hs or college,more than ten years,not married,four,two,live with parents/family,house,white,english
1,female,living together or not married,25 thru 34,grades 9 to 11,clerical/service worker,more than ten years,not married,two,none,own,condominium,white,english
1,female,married,55 thru 64,graduated high school,homemaker,more than ten years,no,two,none,own,house,white,english
1,male,single or never married,25 thru 34,1 to 3 years of college,professional/managerial,four to six years,not married,one,none,own,house,white,english
1,female,divorced or separated,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,own,house,white,english
1,female,living together or not married,25 thru 34,college graduate,professional/managerial,more than ten years,not married,two,none,own,house,white,english
1,female,married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,house,white,english
1,male,married,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,no,three,none,own,house,white,english
1,male,married,55 thru 64,grad study,retired,more than ten years,no,two,none,own,other,white,english
1,female,single or never married,65 and over,grad study,retired,more than ten years,not married,two,none,own,house,white,english
0,male,single or never married,25 thru 34,grad study,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english
0,female,single or never married,25 thru 34,1 to 3 years of college,retired,more than ten years,not married,one,none,rent,other,white,english
0,female,divorced or separated,25 thru 34,college graduate,professional/managerial,more than ten years,not married,two,none,rent,apartment,white,english
1,female,single or never married,25 thru 34,college graduate,sales worker,more than ten years,not married,one,none,rent,apartment,white,english
1,male,married,55 thru 64,1 to 3 years of college,sales worker,more than ten years,yes,two,none,own,house,white,english
0,male,single or never married,25 thru 34,1 to 3 years of college,clerical/service worker,more than ten years,not married,one,none,rent,apartment,white,english
1,female,single or never married,35 thru 44,1 to 3 years of college,professional/managerial,more than ten years,not married,two,none,own,house,white,english
0,female,single or never married,14 thru 17,grades 9 to 11,student or hs or college,more than ten years,not married,five,three,live with parents/family,house,white,english
0,female,single or never married,14 thru 17,graduated high school,student or hs or college,one to three years,not married,four,two,live with parents/family,house,white,english
1,female,married,25 thru 34,college graduate,clerical/service worker,more than ten years,yes,two,none,own,house,white,english
1,female,married,55 thru 64,1 to 3 years of college,professional/managerial,more than ten years,yes,two,none,own,house,white,english
1,female,married,55 thru 64,1 to 3 years of college,homemaker,more than ten years,no,four,none,own,house,white,english
1,female,married,35 thru 44,college graduate,professional/managerial,seven to ten years,yes,four,two,own,house,white,english
1,male,divorced or separated,45 thru 54,grad study,professional/managerial,more than ten years,not married,three,one,own,house,white,english
1,male,single or never married,18 thru 24,1 to 3 years of college,student or hs or college,more than ten years,not married,three,none,own,house,white,english
1,male,married,45 thru 54,college graduate,professional/managerial,more than ten years,yes,four,two,own,house,white,english
1,female,divorced or separated,45 thru 54,1 to 3 years of college,professional/managerial,more than ten years,not married,one,none,rent,apartment,white,english
1,male,married,25 thru 34,grad study,professional/managerial,one to three years,yes,two,none,rent,apartment,white,english
